id;Practice name;Phone 1;Expertise (REHAB / SPORT / WOMEN / VET / AESTHETIC);Address;City;ZIP code;Country;Latitude;longitude
2264;MICHELLE DAMOUR;41788569297;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";CHEMIN DE LA CRAUSAZ 9;EPALINGES VAUD;1066;SWITZERLAND;46,55259394;6,661188722
2265;CENTRE MEDICAL DU LITTORAL;33975561823;"[""Rehabilitation""]";77 ROUTE DE STEENDAM;COUDEKERQUE BRANCHE;59210;FRANCE;51,01993522;2,398685421
2266;CABINET PAUL HAUDRECHY;33686618111;"[""Rehabilitation""]";5 RUE BARNI;LILLE;59800;FRANCE;50,6240736;3,0929167
2267;CABINET LAPORTE - RUDENT;33673932682;"[""Rehabilitation""]";42 RUE PASTEUR;SAINT ANDRE LEZ LILLE;59350;FRANCE;50,66687384;3,05528465
2268;CABINET MARTINET - MARTINET;33671074893;"[""Rehabilitation""]";19 RUE CHARLES FERRAND;ELEU-DIT-LEAUWETTE;62300;FRANCE;50,42088982;2,819234484
2269;CABINET KINE BALANCE;;"[""Rehabilitation""]";RUE VAUBAN 38/1;TOURNAI;7500;BELGIUM;50,60024445;3,390946915
2270;PÔLE PARAMEDICAL AGORA SANTE;33681483834;"[""Rehabilitation""]";44 RUE FAIDHERBE;SANTES;59211;FRANCE;50,5937015;2,9639383
2271;AUDE VANDEVELDE;33674924707;"[""Rehabilitation""]";53 AVENUE DE LA LIBERATION;DUNKERQUE;59140;FRANCE;51,04649734;2,387783051
2272;ALEXANDRA PROUVOST;33648178200;"[""Rehabilitation"",""Uro & Pelvic Floor""]";3 RUE DU FRESNOY;BEUGIN;62150;FRANCE;50,4427119;2,5177296
2273;SCM KINE DE LA MERIDIENNE;33625937919;"[""Rehabilitation""]";3 D RUE FRANÇOIS COURTIN;LIEVIN;62800;FRANCE;50,42229236;2,778728063
2274;SCM KINE DU CENTRE;33627166909;"[""Uro & Pelvic Floor""]";16 RUE DU MARECHAL FLOCH;ARMENTIÈRES;59280;FRANCE;50,68712795;2,880834957
2275;CABINET ROULLEAU;33675637587;"[""Uro & Pelvic Floor""]";113 AVENUE DE LA LIBERATION;CRIEL-SUR-MER;76910;FRANCE;50,01679096;1,318856615
2276;GERALDINE LARDIER SANTUNE;33663252587;"[""Uro & Pelvic Floor""]";35 QUAI DU WAULT;LILLE;59800;FRANCE;50,63764477;3,055552969
2277;ROSE KINE;33622691856;"[""Uro & Pelvic Floor""]";87 BOULEVARD D'ARMENTIÈRES;ROUBAIX;59100;FRANCE;50,7002363;3,161218727
2278;BEATRICE ALBEROLA;41678484952;"[""Uro & Pelvic Floor""]";ROUTE DU LOËX;CONFIGNON;1232;SWITZERLAND;46,1855278;6,088557243
2279;EMANEA;33760622318;"[""Uro & Pelvic Floor""]";69 BD DES CANUTS;LYON;69004;FRANCE;45,78051183;4,827526908
2280;LESLIE PATENTREGER;33749440390;"[""Uro & Pelvic Floor""]";685 AVENUE JEAN DALMAS;AIX-EN-PROVENCE;13090;FRANCE;43,53185793;5,430818357
2281;MEDIVAL;33610962282;"[""Uro & Pelvic Floor""]";1 PL. GENERAL DE GAULLE;LA VALETTE-DU-VAR;83160;FRANCE;43,13767363;5,984120821
2282;MARJORIE BRARD;33678767994;"[""Uro & Pelvic Floor""]";1251 AVENUE PIERRE AUGUSTE RENOIR;LA SEYNE SUR MER;83500;FRANCE;43,08452415;5,868194013
2283;CENTRE PHYSIO MEDICA;33643711369;"[""Uro & Pelvic Floor""]";16 BOULEVARD GAMBETTA;CHÂTEAURENARD;13160;FRANCE;43,8851187;4,855222701
2284;CATHERINE LOEUILLET;33676477053;"[""Uro & Pelvic Floor""]";110 RUE REMY ROURE;TOURNON SUR RHÔNE;7300;FRANCE;45,06124121;4,838977699
2285;BIANCO HILAIRE MONICA;33616091396;"[""Uro & Pelvic Floor""]";20 RUE SCHEFFER;PARIS;75016;FRANCE;48,8614246;2,283733425
2286;CENTRE DE SANTE ET PERINATALITE;33682109978;"[""Uro & Pelvic Floor""]";5 PLACE DU 11 NOVEMBRE;BRON;69500;FRANCE;45,7329216;4,910045427
2287;CENTRE KINE DESKINOGE;33683183426;"[""Uro & Pelvic Floor""]";215 CHEMIN DE LA BAYETTE;LE PRADET;83220;FRANCE;43,10859894;6,038276946
2288;FRANCETTE GYBELS;33681094691;"[""Uro & Pelvic Floor""]";12 RUE DES MARBRES;AUTUN;71400;FRANCE;46,94961663;4,30440484
2289;OSTEO & THERAPY;33616303316;"[""Uro & Pelvic Floor""]";ZAC DU FRAY REDON;ROCBARON;83136;FRANCE;43,31541881;6,076871269
2290;KATHIA AIT ALI;33699933109;"[""Uro & Pelvic Floor""]";27 PLACE DE PROVENCE;VITROLLES;13127;FRANCE;43,44781276;5,249147898
2291;SOPHIE & JEAN-PHILIPPE DEBANNE NAVAS;33614652399;"[""Uro & Pelvic Floor""]";53 RUE EMILIEN GUILLARMET;NÎMES;30900;FRANCE;43,83911741;4,399330119
2292;KINECEA;33666493984;"[""Rehabilitation""]";10 RUE DU DOCTEUR FERAUD;CAGNES-SUR-MER;6800;FRANCE;43,66101389;7,150117425
2293;PEDIACTIV;33663140615;"[""Rehabilitation""]";2721 CHEMIN DE SAINT CLAUDE;ANTIBES;6600;FRANCE;43,6018602;7,087886382
2294;BEATRIZ MARTINEZ TRAPOTE;33761381807;"[""Rehabilitation"",""Uro & Pelvic Floor""]";244 AVENUE JEAN GIONO;ROBION;84440;FRANCE;43,85082044;5,108146159
2295;MEDXCARE;33626981368;"[""Rehabilitation""]";2 ALLEE HELÈNE BOUCHER;MANDELIEU-LA-NAPOULE;6210;FRANCE;43,55594658;6,955449165
2296;OLIVIER LEMAIRE;32487804365;"[""Rehabilitation"",""Sport""]";143 AVENUE FRANKLIN ROOSEVELT;BRUXELLES;1050;BELGIUM;50,79736757;4,395210723
2297;CITYMED;33684386429;"[""Uro & Pelvic Floor""]";31 TER AVENUE DE L'ECOLE D'AGRICULTURE GABRIEL BUCHET;MONTPELLIER;34070;FRANCE;43,61450183;3,85818359
2298;CENTRO MEDICO LA DEHESA;34916678724;"[""Rehabilitation""]";JOSE HIERRO 17;SAN SEBASTIÁN DE LOS REYES;28702;SPAIN;40,5654864;-3,6145371
2299;ESPACE PARAMEDICAL DU DEVENSON;33490475725;"[""Rehabilitation""]";CD 17 ROUTE DE MAUSSANE;MOURIES;13890;FRANCE;43,693636;4,8540664
2300;FREDERIQUE LE GALL;33647766046;"[""Uro & Pelvic Floor""]";144 AV. DU GENERAL LECLERC;CARCASSONNE;11000;FRANCE;43,20874415;2,371582185
2301;THOMAS HECKER, DPM;19706318877;"[""Sport""]";2315 E. HARMONY RD SUITE 130;FORT COLLINS, CO;80528;USA ;40,52200322;-105,0351722
2302;JEANNE SIMONIN;;"[""Rehabilitation""]";2 ALLEE DES VIGNES;MONTMORILLON;86500;FRANCE;46,4366229;0,863623263
2303;NAJAT FELLAH;3368164303;"[""Uro & Pelvic Floor""]";1 PLACE DE L'EGLISE;VAUDREY;39380;FRANCE;46,98089749;5,62163267
2304;IBON ESNAOLA CAPETILLO;;"[""Rehabilitation"",""Sport""]";ERROTA ZAHAR KALEA, 20. SAN JUAN DE MUSKIZ;MUSKIZ - BIZKAIA;48550;SPAIN;43,32190124;-3,128596302
2305;KAP SANTE;33615642873;"[""Rehabilitation""]";421 BOULEVARD GEORGES BRASSENS;MILLAU;12100;FRANCE;44,1154477;3,0717167
2306;KINE LES ORMES;33621154945;"[""Rehabilitation""]";AVENUE SALVADOR ALLENDE, LES ORMES II;CASTANET-TOLOSAN;31320;FRANCE;43,51494401;1,502807457
2307;CENTRE MEDICAL DU BOURG;33786867510;"[""Rehabilitation""]";3 RUE DE LA MAIRIE;LONS;64140;FRANCE;43,31420182;-0,414003602
2308;KINETOUR;33678376271;"[""Rehabilitation"",""Uro & Pelvic Floor""]";49 BD TOURASSE;PAU;64000;FRANCE;43,3107117;-0,3492263
2309;NATHALIE GIRAUD;33661263117;"[""Rehabilitation"",""Sport""]";13 BOULEVARD DES COLLINES;CARCASSONNE;11000;FRANCE;43,20267105;2,389938831
2310;DOMAINE DE SAUBOMEA;33784052528;"[""Rehabilitation""]";LIEU DU SAUBOMEA;ST VINCENT DE LAMONTJOIE;47310;FRANCE;44,09133702;0,484320213
2311;MARINE ATGIER;33 6 95 30 67 28;"[""Rehabilitation""]";18 CENTRE D'ANIMATION COMMERCIALE N°2;PEUJARD;33240;FRANCE;45,04415885;-0,423562802
2312;VIRGINIE SPRINGER;33675413258;"[""Rehabilitation""]";20 ROUTE DE LIMOGES;SARLIAC SUR L'ISLE;24420;FRANCE;45,21149595;0,827068265
2313;CABINET DE LANDAT;33680455457;"[""Rehabilitation""]";29 BIS ROUTE DU LANDAT;CISSAC-MEDOC;33250;FRANCE;45,23369665;-0,832909067
2314;CENTRE PARAMEDICAL SAINT AUBINOIS;3364754221;"[""Rehabilitation""]";1 ALLEE DE HAUTE GRAVE;SAINT AUBIN DE MEDOC;33160;FRANCE;44,9105835;-0,721761227
2315;ANGELINE RIVELIN-RENOUX;33787564373;"[""Rehabilitation""]";8 AVENUE DU LITTORAL;CHERMIGNAC;17460;FRANCE;45,68498032;-0,674193293
2316;SCM KINE LANSLEBOURG;3367354116;"[""Rehabilitation""]";23 ROUTE DE L'ISERAN;VAL CENIS;73480;FRANCE;45,28640714;6,888652544
2317;SCP MAL PINTO SIV SANHUDO;33625138346;"[""Rehabilitation""]";126 AVENUE JEAN JAURES;LE PETIT QUEVILLY;76140;FRANCE;49,42675781;1,06287241
2318;LAURENT BASTERRE;33632688026;"[""Rehabilitation""]";91 RUE DE LA REPUBLIQUE;ST PREST;28300;FRANCE;48,49425125;1,531441689
2319;SEBASTIEN GUILLEMARD;33623313268;"[""Rehabilitation""]";102 RUE DE MEAUX;VAUJOURS;93410;FRANCE;48,93529974;2,571921254
2320;ESPACE PORETTA;33680306617;"[""Rehabilitation""]";ROUTE DE BASTIA;PORTO-VECCHIO;20137;FRANCE;41,60444094;9,27714148
2321;KINE FORME;33625605780;"[""Rehabilitation""]";1 RUE DE LA SYRAH;CLERMONT L'HERAULT;34800;FRANCE;43,61869431;3,451816797
2322;THIBAULT DESBREST;33681101664;"[""Rehabilitation""]";1045 RUE DU GLEYSIA;GER;64530;FRANCE;43,24847553;-0,05627515
2323;CEDRIC JEAN;33686068743;"[""Rehabilitation""]";20 RUE DU PROFESSEUR LANGEVIN;RIVESALTES;66600;FRANCE;42,77175903;2,876336098
2324;PATRICK VAN ACKERE;33139160056;"[""Rehabilitation""]";22 ALLEE CLAUDE MONNET;MARLY LE ROI;78160;FRANCE;48,87750244;2,090528011
2325;ATTITUDE KINE;33665013751;"[""Rehabilitation""]";13 RUE DE LIÈGE;PARIS;75009;FRANCE;48,87958069;2,328097136
2326;FORME ET SANTE;33618680290;"[""Rehabilitation"",""Uro & Pelvic Floor""]";288 RUE DES ROSES;SERVON;77170;FRANCE;48,7142376;2,578140263
2327;CABINET KINESITHERAPEUTE BLOMET;33764091516;"[""Rehabilitation""]";130 RUE BLOMET;PARIS;75015;FRANCE;48,8398213;2,2967967
2328;CABINET SAGES-FEMMES AURORE PUJOL ET FLORENT SARTRE;33606444019;"[""Uro & Pelvic Floor""]";69 RUE LAGRANGE;BORDEAUX;33000;FRANCE;44,8529275;-0,5803289
2329;JULIE RAIMBAUD & HELÈNE RIQUEBOURG;33624603402;"[""Uro & Pelvic Floor""]";4 RUE PAUL VOLLAUD;SEGONZAC;16130;FRANCE;45,61770945;-0,221480672
2330;LAURE EVA ETCHEVERRY & MANON ARRUEBO;33622862261;"[""Uro & Pelvic Floor""]";26 CHEMIN DE CHINGALETENIA;SAINT JEAN DE LUZ;64500;FRANCE;43,39645813;-1,640122019
2331;SCM SF TONNAY;33766715079;"[""Uro & Pelvic Floor""]";3 RUE DES MEUNIERS;TONNAY-CHARENTE;17430;FRANCE;45,95221785;-0,880074739
2332;MARIE THERÈSE ALTUNA;33686286688;"[""Uro & Pelvic Floor""]";14 AV. DU JAI ALAI;SAINT-JEAN-PIED-DE-PORT;64220;FRANCE;43,16598378;-1,232419491
2333;MARINE GUERINEAU;33641232703;"[""Uro & Pelvic Floor""]";147 RUE DE LA MARNE;LIBOURNE;33500;FRANCE;44,92162662;-0,225885272
2334;PERRINE BERGERON;33642895654;"[""Uro & Pelvic Floor""]";2 RUE ROBERT CHARAZAC;BORDEAUX;33000;FRANCE;44,86355972;-0,5766083
2335;WALZER STEPHANIE;33632088960;"[""Uro & Pelvic Floor""]";1 RUE PABLO PICASSO, RESIDENCE LE CLUB, BÂTIMENT D6;MERIGNAC;33700;FRANCE;44,8373585;-0,6485742
2336;JULIE MONCOURT;33604523981;"[""Uro & Pelvic Floor""]";4 RTE DE LA FORÊT;PLASSAC;17240;FRANCE;45,46074677;-0,569045246
2337;NAOMI LICHMANN;33750362747;"[""Uro & Pelvic Floor""]";72 RUE PASTEUR;SOMAIN;59490;FRANCE;50,36429008;3,279252557
2338;EMILY CAVIGNAUX;33768535285;"[""Uro & Pelvic Floor""]";1 RUE DE LA CARTE;BUCQUOY;62116;FRANCE;50,13843794;2,709657037
2339;VANESSA PESLERBE;33680871425;"[""Uro & Pelvic Floor""]";13 RUE DE BOUGAINVILLE;ELANCOURT;78990;FRANCE;48,77281;1,963741
2340;MAISON DE LA SANTE;33670309836;"[""Uro & Pelvic Floor""]";12 RUE DES MARBRES;AUTUN;71400;FRANCE;46,9496204;4,3039537
2341;CABINET PERRACHE CONFLUENCE;33781599635;"[""Uro & Pelvic Floor""]";13 RUE GILIBERT;LYON;69002;FRANCE;45,74747;4,823468
2342;MELANIE REMIET;33682084110;"[""Uro & Pelvic Floor""]";1B ALLEE CARL;MOLSHEIM;67120;FRANCE;48,5396763;7,4920307
2343;MAISON DE SANTE PLURI PROFESSIONNELLE;33616861764;"[""Uro & Pelvic Floor""]";PLACE MAI 68,;SAINT-JEAN-DU-GARD;30270;FRANCE;44,10830253;3,892129107
2344;CABINET MEDICAL;33659087049;"[""Uro & Pelvic Floor""]";8 RUE DU MOULIN À VENT;GARGENVILLE;78440;FRANCE;48,9867792;1,820363411
2345;ALINE GENTON GABRIEL;33616775628;"[""Uro & Pelvic Floor""]";15 RUE ROSSAN;LYON;69003;FRANCE;45,7482064;4,8643027
2346;AMANDINE LANGLOIS;33678767994;"[""Uro & Pelvic Floor""]";2 PLACE DE LA CURE;BOUHET;17540;FRANCE;46,21899053;-0,886678627
2347;CABINET SAINT PIERRE;33764857948;"[""Uro & Pelvic Floor""]";20BIS RUE SAINT PIERRE;NEUILLY SUR SEINE;92200;FRANCE;48,88334613;2,272164311
2348;MARTIN IDRAC & ALEXANDRE COUREAU;;"[""Sport""]";5 RUE DES MESANGES;BIARRITZ;64200;FRANCE;43,46162415;-1,539068341
2349;CROIX DU SUD;33610142306;"[""Uro & Pelvic Floor""]";52 BIS CHEMIN DE RIBAUTE;QUINT-FONSEGRIVES;31130;FRANCE;43,58295983;1,510115553
2350;ISABELLE CAMMAN;33676328808;"[""Uro & Pelvic Floor""]";21 PL. VINCENT AURIOL;LABARTHE-SUR-LÈZE;31860;FRANCE;43,45294737;1,402534024
2351;CABINET AS;33611356239;"[""Uro & Pelvic Floor""]";7 RUE D'ORLEANS;PAU;64000;FRANCE;43,29901886;-0,37306717
2352;ALIX COURTEIX;33644751572;"[""Uro & Pelvic Floor""]";13 RUE DU MAQUIS;LAVARDAC;47230;FRANCE;44,18061829;0,296433091
2353;CAROLINE DEYDE & LAETITIA RAFFANEL;33766064546;"[""Uro & Pelvic Floor""]";47 RUE PERIOLE;TOULOUSE;31500;FRANCE;43,6164189;1,4571045
2354;MAISON MEDICALE DU VERMANDOIS;33673160661;"[""Uro & Pelvic Floor""]";18 RUE ELYSEE ALAVOINE;BOHAIN-EN-VERMANDOIS;2110;FRANCE;49,98559885;3,454598027
2355;MELANIE DEVOYE;33689789273;"[""Uro & Pelvic Floor""]";17 ROUTE NATIONALE;QUERRIEU;80115;FRANCE;49,93844736;2,431775019
2356;CHRISTELLE BARILLER;33643214388;"[""Uro & Pelvic Floor""]";4061 RD 2085;ROQUEFORT;6330;FRANCE;43,66702597;7,047945513
2357;CLEMENTINE MOREL-DUCLOS;33628922304;"[""Uro & Pelvic Floor""]";71 RUE DE LA ROQUETTE;PARIS;75011;FRANCE;48,85691256;2,377121081
2358;ALICIA ROCHAIS;33611253381;"[""Uro & Pelvic Floor""]";14 RUE DES COURTISANES;TOURS;37000;FRANCE;47,4202031;0,7035901
2359;ELISE ARCHAIMBAULT;33676677595;"[""Uro & Pelvic Floor""]";26 BIS BOULEVARD DE LA MARNE;ROUEN;76000;FRANCE;49,4471973;1,0928683
2360;ELISA GAMISANS;33637145667;"[""Uro & Pelvic Floor""]";1 IMPASSE DU PESCAYRE;LAVAUR;81500;FRANCE;43,6921384;1,8220195
2361;CENTRE NAO;33781820623;"[""Uro & Pelvic Floor""]";101 AV JULES JULIEN BAT A;TOULOUSE;31400;FRANCE;43,57745943;1,451387309
2362;FISSOUNE FIONA;33 5 61 57 13 13;"[""Uro & Pelvic Floor""]";9 BIS ROUTE DE LAUNAGUET;TOULOUSE;31200;FRANCE;43,62704057;1,437032367
2363;ISABELLE LE GAL;33610866713;"[""Uro & Pelvic Floor""]";19 AVENUE JEAN MERMOZ;MAZAMET;81200;FRANCE;43,4947319;2,373016596
2364;STEPHANIE GASA;33680287674;"[""Uro & Pelvic Floor""]";161 RUE DU LEVANT 30420 CALVISSON;CALVISSON;30420;FRANCE;43,7831191;4,202585905
2365;CENTRE ISAAC NEWTON;33688580266;"[""Uro & Pelvic Floor""]";7 RUE ISAAC NEWTON;PLAISANCE DU TOUCH;31830;FRANCE;43,59616099;1,288570794
2366;PREFONTAINE;33609136077;"[""Sport""]";13 RUE DE LA REPUBLIQUE;SAINT GERMAIN EN LAYE;78100;FRANCE;48,8988468;2,0905925
2367;LE XV SPORT & SANTE;33670538121;"[""Sport""]";15 RUE DE L'EGLISE;PARIS;75015;FRANCE;48,8451632;2,2856694
2368;SONIA VALEAU;33619455908;"[""Uro & Pelvic Floor""]";44 AVENUE JEAN LOLIVE;PANTIN;93500;FRANCE;48,8906525;2,4008671
2369;KINESPEMA;33677503232;"[""Uro & Pelvic Floor""]";12 PLACE DE LA GHIERE;SAINT OMER;62500;FRANCE;50,75742693;2,261973854
2370;SCM KINEMED;33650875603;"[""Uro & Pelvic Floor""]";3 BOULEVARD ALBERT CAMUS;SARCELLES;95200;FRANCE;48,97879878;2,3719063
2371;CABINET DE KINE LAVAUR FLORES;33660044469;"[""Uro & Pelvic Floor""]";1975, ROUTE DE TARBES;FONSORBES;31470;FRANCE;43,53462592;1,22893852
2372;KINESITHERAPEUTE PAULINE DESURMONT;33635396344;"[""Uro & Pelvic Floor""]";38 RUE DES CORDELIERS;BAYONNE;64100;FRANCE;43,4892973;-1,4724154
2373;REYBAUD NGUYEN;33658017632;"[""Uro & Pelvic Floor""]";5 AVENUE DU 24 AVRIL 1915;MARSEILLE;13012;FRANCE;43,30810786;5,426676157
2374;MS KINE;;"[""Uro & Pelvic Floor""]";121C RTE D'ARLON;LUXEMBOURG;1150;LUXEMBOURG;49,6143814;6,1093191
2375;PHYSIOCARE;32486202029;"[""Uro & Pelvic Floor""]";RUE GRATÈS 90;BRUXELLES;1170;BELGIUM;50,8068568;4,4014833
2376;KER'SKIN;33608707916;"[""Uro & Pelvic Floor""]";2 RUE CLAIRBOIS;FEUCHEROLLES;78810;FRANCE;48,8813238;1,9848914
2377;CDLM;33763495406;"[""Uro & Pelvic Floor""]";59 RUE GALILEE;PARIS;75008;FRANCE;48,8714353;2,2980686
2378;PHYSIOTHERAPIE GRAND-PONT 12;41787491507;"[""Uro & Pelvic Floor""]";RUE DU GRAND-PONT 12;LAUSANNE;1007;SWITZERLAND;46,5219099;6,630657752
2379;HASSYA CHERIF;33676708478;"[""Uro & Pelvic Floor""]";55 CHEMIN DE LA CHASSE;LE MEE SUR SEINE;77350;FRANCE;48,54483033;2,648113868
2380;FISANAX;;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";P.º DE LOS ARTILLEROS, 25, POSTERIOR,;MADRID;28032;SPAIN;40,40709823;-3,606913825
2381;MIMATE FISIOTERAPIA;;"[""Rehabilitation""]";;VITORIA-GASTEIZ, ÁLAVA;1008;SPAIN;42,8465088;-2,6724025
2382;LENFANT STEPHANIE;33142778581;"[""Physio Aesthetic""]";113 BD VOLTAIRE ,75011,PARIS ,FRANCE;PARIS;75011;FRANCE;48,85766602;2,380366087
2383;ORIGAMI BODY & MIND;34912305840;"[""Rehabilitation"",""Uro & Pelvic Floor""]";PASEO DE LA CONCORDIA 7;TORREJÓN DE ARDOZ;28850;SPAIN;40,46292114;-3,436886549
2384;AQUA KINE AZUR;33493850502;"[""Rehabilitation""]";2 AVENUE BAQUIS;NICE;6000;FRANCE;43,69963837;7,262409687
2385;FISIOTERAPIA MARIA RIGO;34676020238;"[""Rehabilitation""]";CALLE CAN GAIÀ, 21;PORTOCOLOM;7670;ESPAÑA;39,42058563;3,258326054
2386;CHENE VALERIE;33262020222;"[""Uro & Pelvic Floor""]";85 AVENUE DU PRESIDENT MITTERRAND;SAINT-PIERRE;97410;FRANCE;-21,34411669;55,48405827
2387;SIMON DUDT;;"[""Rehabilitation"",""Sport""]";130 ROUTE DE BISCHWILLER;SCHILTIGHEIM;67300;FRANCE;48,60712676;7,750042409
2388;ISABELLE GRANGIER;33662816041;"[""Uro & Pelvic Floor""]";52 AVENUE DU 8 MAI 1945;SEPTÈMES-LES-VALLONS;13240;FRANCE;43,3988533;5,367273808
2389;CENTRE PERINATAL HÔPITAL DE L'ARBRESLE;;"[""Uro & Pelvic Floor""]";CHEMIN DU RAVATEL;L'ARBRESLE;69210;FRANCE;45,8414273;4,61558
2390;SCM VERDUN THERAPIE;33628766361;"[""Rehabilitation""]";27 BIS COURS DE VERDUN;BORDEAUX;33000;FRANCE;44,8495443;-0,5754116
2391;LAURENCE VERY;33557524488;"[""Rehabilitation"", ""Physio Aesthetic""]";75 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY;GUJAN-MESTRAS;33470;FRANCE;44,63780222;-1,106019885
2392;CENTRE DE SANTE RIVE DROITE;33644922640;"[""Rehabilitation""]";75 RUE EDOUARD HERRIOT;LORMONT;33310;FRANCE;44,86868425;-0,51765087
2393;SCM KINELOR;33612845662;"[""Rehabilitation""]";75 RUE EDOUARD HERRIOT;LORMONT;33310;FRANCE;44,8686842;-0,51765087
2394;CABINET KINE SZANTO;33645765918;"[""Rehabilitation""]";3 BIS, RUE VICTOR HUGO;SAINT-AIGULIN;17360;FRANCE;45,16002567;-0,015146333
2395;CABINET POINTE DES CHATEAUX;33692644017;"[""Rehabilitation""]";255 CHEMIN DUBUISSON;SAINT-LEU;97436;FRANCE;-21,17387581;55,29285812
2396;KINE OCEAN;33626506576;"[""Rehabilitation""]";27 RUE ALPHONSE DE SAINTONGE;LA ROCHELLE;17000;FRANCE;46,16150284;-1,202817559
2397;VALTER ALEXANDRU ;33626381053;"[""Rehabilitation"",""Physio Aesthetic""]";1 RUE DES ORDONNANCES DE 1945;MONTBARD;21500;FRANCE;47,62350082;4,339461803
2398;CABINET PARAMEDICAL LE CLOS DU CÈDRE;33648789554;"[""Rehabilitation""]";104 RUE DE MEAUX;VAUJOURS;93410;FRANCE;48,9360733;2,578705788
2399;JULIE HOFFMANN;33684432115;"[""Rehabilitation""]";223A ROUTE DE SCHIRMECK;STRASBOURG;67200;FRANCE;48,5635804;7,7045577
2400;SCM KINEMOUV;33967052609;"[""Rehabilitation""]";1 AVENUE DES CHASSEURS;LE CRES;34920;FRANCE;43,6612242;3,936561043
2401;CORALIE ROMEO / MILENA KOWALSKI;33647430580;"[""Rehabilitation""]";341 CHEMIN DE LA GINESTIÈRE;NICE;6200;FRANCE;43,7085612;7,2146124
2402;CABINET DE KINESITHERAPIE PALMA;33630590765;"[""Rehabilitation""]";77 BOULEVARD DELESCLUZE;TOULON;83200;FRANCE;43,13763428;5,902136803
2403;SCM EURO SANTE SPORT;33687860814;"[""Rehabilitation""]";45 BOULEVARD GAMBETTA;ROUBAIX;59501;FRANCE;50,69203875;3,181515242
2404;KINECHANZY;33608776641;"[""Rehabilitation"",""Uro & Pelvic Floor""]";120 RUE CHANZY;HELLEMMES;59260;FRANCE;50,6249662;3,0996817
2405;KINE BRAY DUNES;33617965884;"[""Rehabilitation""]";13 RUE ROGER SALENGRO;BRAY DUNES;59123;FRANCE;51,07040405;2,520115137
2406;CLAIRE DABOVAL;33633621110;"[""Rehabilitation"",""Uro & Pelvic Floor""]";73 RUE EMILE ZOLA;HALLENNES-LEZ-HAUBOURDIN;59320;FRANCE;50,61752319;2,965819597
2407;DELPHINE HOCHE;0033 3 21 59 92 27;"[""Rehabilitation""]";20 RUE GROSVILLE;RIVIERE;62173;FRANCE;50,23462506;2,686893103
2408;SANDY CALIBRE;33618792422;"[""Rehabilitation""]";77 RUE JULES DELCENSERIE;MARCQ EN BAROEUL;59700;FRANCE;50,65837888;3,104995398
2409;CABINET CHIROPRATIQUE ELODIE ROUSSET;33642406924;"[""Rehabilitation""]";161 COURS ALBERT THOMAS;LYON;69003;FRANCE;45,74351394;4,878825311
2410;FABRICE MEUNIER VINCENT CARUS;33676712069;"[""Rehabilitation""]";190 RUE DES BAINS;CHARAVINES;38850;FRANCE;45,43295301;5,516779749
2411;VERONIQUE LAMARQUE / ALBERTO GIMENEZ;;"[""Rehabilitation""]";1045 RUE DU GLEYSIA;GER;64539;FRANCE;43,24891116;-0,056000102
2412;SCM KINESITHERAPIE BARAQUEVILLE;33611695756;"[""Rehabilitation""]";666 RUE DU PUECH;BARAQUEVILLE;12160;FRANCE;44,27672098;2,43799779
2413;CABINET ORL;33647626851;"[""Rehabilitation""]";1 AVENUE DE GAMEVILLE;SAINT-ORENS-DE-GAMEVILLE;31650;FRANCE;43,55532361;1,532302673
2414;AMELIE MARIA;33617936737;"[""Rehabilitation""]";20 RUE LOUIS EYDOUX;TOULOUSE;31400;FRANCE;43,5704477;1,4524444
2415;CABINET LOPEZ;33699863696;"[""Rehabilitation""]";7 RUE DU PETIT CHEMIN VERT;VENDARGUES;34740;FRANCE;43,65877749;3,973306519
2416;CABINET DE SAGES-FEMMES MARIE CAMENSULI & PERRINE VENTURELLI;33625958753;"[""Uro & Pelvic Floor""]";4 ALLEE DES SALPETRIERS, ZONE DU TUBE;ISTRES;13800;FRANCE;43,51411765;4,9606832
2417;CLEMENTINE CHINAUD / CAROLINE ROY D'HOIR / JUSTINE MAZEL;33678990283;"[""Uro & Pelvic Floor""]";10 ALLEE DES MARRONNIERS;MONTARNAUD;34570;FRANCE;43,64749767;3,70060932
2418;MAELLE MICHAUD;33683436573;"[""Uro & Pelvic Floor""]";5B RUE DE WAGRAM;MIRAMAS;13140;FRANCE;43,58889481;5,00625419
2419;CABINET BILETTA DURAND;33627377423;"[""Uro & Pelvic Floor""]";169 RUE RABELAIS;MARSEILLE;13016;FRANCE;43,36001839;5,33145795
2420;CHLOE ROBINET;33648787769;"[""Uro & Pelvic Floor""]";15 RUE LACEPEDE;MARSEILLE;13004;FRANCE;43,3049767;5,3983904
2421;CENTRE ARTEMIS;33633403681;"[""Uro & Pelvic Floor""]";17 AVENUE DE LIÈGE;VALENCIENNES;59300;FRANCE;50,362406;3,5322504
2422;CABINET CUSTINE;33637338390;"[""Uro & Pelvic Floor""]";50 RUE CUSTINE;PARIS;75018;FRANCE;48,889446;2,3445643
